SPEC,COMMONNAME,SCINAME,SPEC6,CONF6,CONF,SP,Sort Order,Order,Family,Subfamily
AWPE,American White Pelican,Pelecanus erythrorhynchos,PELERY,,,,258,Pelecaniformes,Pelecanidae,
BRPE,Brown Pelican,Pelecanus occidentalis,PELOCC,,,,259,Pelecaniformes,Pelecanidae,
PIBI,Pinnated Bittern,Botaurus pinnatus,BOTPIN,,,,260,Pelecaniformes,Ardeidae,
AMBI,American Bittern,Botaurus lentiginosus,BOTLEN,,,,261,Pelecaniformes,Ardeidae,
YEBI,Yellow Bittern,Ixobrychus sinensis,IXOSIN,,,,262,Pelecaniformes,Ardeidae,
LEBI,Least Bittern,Ixobrychus exilis,IXOEXI,,,,263,Pelecaniformes,Ardeidae,
LIBI,Little Bittern,Ixobrychus minutus,IXOMIN,,,,264,Pelecaniformes,Ardeidae,
RTHE,Rufescent Tiger-Heron,Tigrisoma lineatum,TIGLIN,,,,265,Pelecaniformes,Ardeidae,
FTHE,Fasciated Tiger-Heron,Tigrisoma fasciatum,TIGFAS,,,,266,Pelecaniformes,Ardeidae,
BTTH,Bare-throated Tiger-Heron,Tigrisoma mexicanum,TIGMEX,,,,267,Pelecaniformes,Ardeidae,
GBHE,Great Blue Heron,Ardea herodias,ARDHER,,,,268,Pelecaniformes,Ardeidae,
GWHE,Great White Heron,Ardea h. occidentalis,ARDHOC,,,+,269,Pelecaniformes,Ardeidae,
GRAH,Gray Heron,Ardea cinerea,ARDCIN,,*,,270,Pelecaniformes,Ardeidae,
COHE,Cocoi Heron,Ardea cocoi,ARDCOC,,,,271,Pelecaniformes,Ardeidae,
PUHE,Purple Heron,Ardea purpurea,ARDPUR,,,,272,Pelecaniformes,Ardeidae,
GREG,Great Egret,Ardea alba,ARDALB,,,,273,Pelecaniformes,Ardeidae,
INEG,Intermediate Egret,Mesophoyx intermedia,MESINT,,,,274,Pelecaniformes,Ardeidae,
CHEG,Chinese Egret,Egretta eulophotes,EGREUL,,,,275,Pelecaniformes,Ardeidae,
LIEG,Little Egret,Egretta garzetta,EGRGAR,,,,276,Pelecaniformes,Ardeidae,
WERH,Western Reef-Heron,Egretta gularis,EGRGUL,,,,277,Pelecaniformes,Ardeidae,
SNEG,Snowy Egret,Egretta thula,EGRTHU,,,,278,Pelecaniformes,Ardeidae,
LBHE,Little Blue Heron,Egretta caerulea,EGRCAE,,,,279,Pelecaniformes,Ardeidae,
TRHE,Tricolored Heron,Egretta tricolor,EGRTRI,,,,280,Pelecaniformes,Ardeidae,
REEG,Reddish Egret,Egretta rufescens,EGRRUF,,,,281,Pelecaniformes,Ardeidae,
CAEG,Cattle Egret,Bubulcus ibis,BUBIBI,,,,282,Pelecaniformes,Ardeidae,
CHPH,Chinese Pond-Heron,Ardeola bacchus,ARDBAC,,,,283,Pelecaniformes,Ardeidae,
GRHE,Green Heron,Butorides virescens,BUTVIR,,,,284,Pelecaniformes,Ardeidae,
STRH,Striated Heron,Butorides striata,BUTSTR,,*,,285,Pelecaniformes,Ardeidae,
AGHE,Agami Heron,Agamia agami,AGAAGA,,,,286,Pelecaniformes,Ardeidae,
CAHE,Capped Heron,Pilherodius pileatus,PILPIL,,,,287,Pelecaniformes,Ardeidae,
BCNH,Black-crowned Night-Heron,Nycticorax nycticorax,NYCNYC,,,,288,Pelecaniformes,Ardeidae,
YCNH,Yellow-crowned Night-Heron,Nyctanassa violacea,NYCVIO,,,,289,Pelecaniformes,Ardeidae,
BBHE,Boat-billed Heron,Cochlearius cochlearius,COCCOH,*,,,290,Pelecaniformes,Ardeidae,
WHIB,White Ibis,Eudocimus albus,EUDALB,,,,291,Pelecaniformes,Threskiornithidae,Threskiornithinae
SCIB,Scarlet Ibis,Eudocimus ruber,EUDRUB,,,,292,Pelecaniformes,Threskiornithidae,Threskiornithinae
GLIB,Glossy Ibis,Plegadis falcinellus,PLEFAL,,,,293,Pelecaniformes,Threskiornithidae,Threskiornithinae
WFIB,White-faced Ibis,Plegadis chihi,PLECHI,,,,294,Pelecaniformes,Threskiornithidae,Threskiornithinae
GRIB,Green Ibis,Mesembrinibis cayennensis,MESCAY,,,,295,Pelecaniformes,Threskiornithidae,Threskiornithinae
BNIB,Buff-necked Ibis,Theristicus caudatus,THECAU,,,,296,Pelecaniformes,Threskiornithidae,Threskiornithinae
EURS,Eurasian Spoonbill,Platalea leucorodia,PLALEU,,*,,297,Pelecaniformes,Threskiornithidae,Plataleinae
ROSP,Roseate Spoonbill,Platalea ajaja,PLAAJA,,,,298,Pelecaniformes,Threskiornithidae,Plataleinae
BLVU,Black Vulture,Coragyps atratus,CORATR,,,,299,Accipitriformes,Cathartidae,
TUVU,Turkey Vulture,Cathartes aura,CATAUA,*,,,300,Accipitriformes,Cathartidae,
LYHV,Lesser Yellow-headed Vulture,Cathartes burrovianus,CATBUR,,,,301,Accipitriformes,Cathartidae,
CACO,California Condor,Gymnogyps californianus,GYMCAL,,,,302,Accipitriformes,Cathartidae,
KIVU,King Vulture,Sarcoramphus papa,SARPAP,,,,303,Accipitriformes,Cathartidae,
OSPR,Osprey,Pandion haliaetus,PANHAL,,,,304,Accipitriformes,Pandionidae,
GHKI,Gray-headed Kite,Leptodon cayanensis,LEPCAY,,,,305,Accipitriformes,Accipitridae,Accipitrinae
HBKI,Hook-billed Kite,Chondrohierax uncinatus,CHOUNC,,,,306,Accipitriformes,Accipitridae,Accipitrinae
STKI,Swallow-tailed Kite,Elanoides forficatus,ELAFOR,,,,307,Accipitriformes,Accipitridae,Accipitrinae
PEKI,Pearl Kite,Gampsonyx swainsonii,GAMSWA,,,,308,Accipitriformes,Accipitridae,Accipitrinae
WTKI,White-tailed Kite,Elanus leucurus,ELALEU,,,,309,Accipitriformes,Accipitridae,Accipitrinae
SNKI,Snail Kite,Rostrhamus sociabilis,ROSSOC,,,,310,Accipitriformes,Accipitridae,Accipitrinae
SBKI,Slender-billed Kite,Helicolestes hamatus,HELHAM,,,,311,Accipitriformes,Accipitridae,Accipitrinae
DTKI,Double-toothed Kite,Harpagus bidentatus,HARBID,,,,312,Accipitriformes,Accipitridae,Accipitrinae
MIKI,Mississippi Kite,Ictinia mississippiensis,ICTMIS,,,,313,Accipitriformes,Accipitridae,Accipitrinae
PLKI,Plumbeous Kite,Ictinia plumbea,ICTPLU,,,,314,Accipitriformes,Accipitridae,Accipitrinae
BLAK,Black Kite,Milvus migrans,MILMIG,,*,,315,Accipitriformes,Accipitridae,Accipitrinae
BAEA,Bald Eagle,Haliaeetus leucocephalus,HALLEU,,,,316,Accipitriformes,Accipitridae,Accipitrinae
WTEA,White-tailed Eagle,Haliaeetus albicilla,HALALB,,,,317,Accipitriformes,Accipitridae,Accipitrinae
STSE,Steller's Sea-Eagle,Haliaeetus pelagicus,HALPEL,,,,318,Accipitriformes,Accipitridae,Accipitrinae
BCHA,Black-collared Hawk,Busarellus nigricollis,BUSNIG,,,,319,Accipitriformes,Accipitridae,Accipitrinae
NOHA,Northern Harrier,Circus cyaneus,CIRCYA,,,,320,Accipitriformes,Accipitridae,Accipitrinae
LWHA,Long-winged Harrier,Circus buffoni,CIRBUF,,,,321,Accipitriformes,Accipitridae,Accipitrinae
WMHA,Western Marsh Harrier,Circus aeruginosus,CIRAER,,,,322,Accipitriformes,Accipitridae,Accipitrinae
GBHA,Gray-bellied Hawk,Accipiter poliogaster,ACCPOL,,,,323,Accipitriformes,Accipitridae,Accipitrinae
CHIS,Chinese Sparrowhawk,Accipiter soloensis,ACCSOL,,*,,324,Accipitriformes,Accipitridae,Accipitrinae
TIHA,Tiny Hawk,Accipiter superciliosus,ACCSUP,,,,325,Accipitriformes,Accipitridae,Accipitrinae
SSHA,Sharp-shinned Hawk,Accipiter striatus,ACCSTR,,,,326,Accipitriformes,Accipitridae,Accipitrinae
COHA,Cooper's Hawk,Accipiter cooperii,ACCCOO,,,,327,Accipitriformes,Accipitridae,Accipitrinae
GUHA,Gundlach's Hawk,Accipiter gundlachi,ACCGUN,,,,328,Accipitriformes,Accipitridae,Accipitrinae
BIHA,Bicolored Hawk,Accipiter bicolor,ACCBIC,,,,329,Accipitriformes,Accipitridae,Accipitrinae
NOGO,Northern Goshawk,Accipiter gentilis,ACCGEN,,,,330,Accipitriformes,Accipitridae,Accipitrinae
UAHA,Unidentified Accipiter Hawk,Accipiter (sp),ACCSPE,,*,+,331,Accipitriformes,Accipitridae,Accipitrinae
CRHA,Crane Hawk,Geranospiza caerulescens,GERCAE,,,,332,Accipitriformes,Accipitridae,Accipitrinae
PLHA,Plumbeous Hawk,Cryptoleucopteryx plumbea,CRYPLU,,,,333,Accipitriformes,Accipitridae,Accipitrinae
COBH,Common Black-Hawk,Buteogallus anthracinus,BUTANT,,,,334,Accipitriformes,Accipitridae,Accipitrinae
CUBH,Cuban Black-Hawk,Buteogallus gundlachii,BUTGUN,,,,335,Accipitriformes,Accipitridae,Accipitrinae
SAHA,Savanna Hawk,Buteogallus meridionalis,BUTMER,,,,336,Accipitriformes,Accipitridae,Accipitrinae
GRBH,Great Black-Hawk,Buteogallus urubitinga,BUTURU,,,,337,Accipitriformes,Accipitridae,Accipitrinae
SOEA,Solitary Eagle,Buteogallus solitarius,BUGSOL,*,,,338,Accipitriformes,Accipitridae,Accipitrinae
BAHA,Barred Hawk,Morphnarchus princeps,MORPRI,,,,339,Accipitriformes,Accipitridae,Accipitrinae
HASH,Harris's Hawk,Parabuteo unicinctus,PARUNI,,*,,340,Accipitriformes,Accipitridae,Accipitrinae
WHHA,White Hawk,Pseudastur albicollis,PSEALB,,,,341,Accipitriformes,Accipitridae,Accipitrinae
SEHA,Semiplumbeous Hawk,Leucopternis semiplumbeus,LEUSEL,*,,,342,Accipitriformes,Accipitridae,Accipitrinae
ROHA,Roadside Hawk,Buteo magnirostris,BUTMAG,,,,343,Accipitriformes,Accipitridae,Accipitrinae
RSHA,Red-shouldered Hawk,Buteo lineatus,BUTLIN,,,,344,Accipitriformes,Accipitridae,Accipitrinae
RIHA,Ridgway's Hawk,Buteo ridgwayi,BUTRID,,,,345,Accipitriformes,Accipitridae,Accipitrinae
BWHA,Broad-winged Hawk,Buteo platypterus,BUTPLT,*,,,346,Accipitriformes,Accipitridae,Accipitrinae
GRHA,Gray Hawk,Buteo plagiatus,BUTPLG,*,,,347,Accipitriformes,Accipitridae,Accipitrinae
GLHA,Gray-lined Hawk,Buteo nitidus,BUTNIT,,,,348,Accipitriformes,Accipitridae,Accipitrinae
STHA,Short-tailed Hawk,Buteo brachyurus,BUTBRA,,,,349,Accipitriformes,Accipitridae,Accipitrinae
SWHA,Swainson's Hawk,Buteo swainsoni,BUTSWA,,,,350,Accipitriformes,Accipitridae,Accipitrinae
WTHA,White-tailed Hawk,Buteo albicaudatus,BUTALC,*,,,351,Accipitriformes,Accipitridae,Accipitrinae
ZTHA,Zone-tailed Hawk,Buteo albonotatus,BUTALN,*,,,352,Accipitriformes,Accipitridae,Accipitrinae
HAWH,Hawaiian Hawk,Buteo solitarius,BUESOL,*,*,,353,Accipitriformes,Accipitridae,Accipitrinae
RTHA,Red-tailed Hawk,Buteo jamaicensis,BUTJAM,,,,354,Accipitriformes,Accipitridae,Accipitrinae
HALH,Harlan's Hawk,Buteo j. harlani,BUTJHA,,*,+,355,Accipitriformes,Accipitridae,
FEHA,Ferruginous Hawk,Buteo regalis,BUTREG,,,,356,Accipitriformes,Accipitridae,Accipitrinae
RLHA,Rough-legged Hawk,Buteo lagopus,BUTLAG,,,,357,Accipitriformes,Accipitridae,Accipitrinae
CREA,Crested Eagle,Morphnus guianensis,MORGUI,,,,358,Accipitriformes,Accipitridae,Accipitrinae
HAEA,Harpy Eagle,Harpia harpyja,HARHAR,,,,359,Accipitriformes,Accipitridae,Accipitrinae
GOEA,Golden Eagle,Aquila chrysaetos,AQUCHR,,,,360,Accipitriformes,Accipitridae,Accipitrinae
BLHE,Black Hawk-Eagle,Spizaetus tyrannus,SPITYR,,,,361,Accipitriformes,Accipitridae,Accipitrinae
ORHE,Ornate Hawk-Eagle,Spizaetus ornatus,SPIORN,,,,362,Accipitriformes,Accipitridae,Accipitrinae
BAWH,Black-and-white Hawk-Eagle,Spizaetus melanoleucus,SPIMEL,,,,363,Accipitriformes,Accipitridae,Accipitrinae
UNHA,Unidentified Hawk,"Accipitridae (gen, sp)",ACCGSP,,,+,364,Accipitriformes,Accipitridae,
SUNB,Sunbittern,Eurypyga helias,EURHEL,,,,365,Eurypygiformes,Eurypygidae,
YERA,Yellow Rail,Coturnicops noveboracensis,COTNOV,,,,366,Gruiformes,Rallidae,
OCCR,Ocellated Crake,Micropygia schomburgkii,MICSCH,,,,367,Gruiformes,Rallidae,
RUCR,Ruddy Crake,Laterallus ruber,LATRUB,,,,368,Gruiformes,Rallidae,
WTCR,White-throated Crake,Laterallus albigularis,LATALB,,,,369,Gruiformes,Rallidae,
GBCR,Gray-breasted Crake,Laterallus exilis,LATEXI,,,,370,Gruiformes,Rallidae,
BLRA,Black Rail,Laterallus jamaicensis,LATJAM,,,,371,Gruiformes,Rallidae,
CORC,Corn Crake,Crex crex,CRECRE,,*,,372,Gruiformes,Rallidae,
CLRA,Clapper Rail,Rallus longirostris,RALLON,,,,373,Gruiformes,Rallidae,
KIRA,King Rail,Rallus elegans,RALELE,,,,374,Gruiformes,Rallidae,
VIRA,Virginia Rail,Rallus limicola,RALLIM,,,,375,Gruiformes,Rallidae,
RUWR,Rufous-necked Wood-Rail,Aramides axillaris,ARAAXI,,*,,376,Gruiformes,Rallidae,
GNWR,Gray-necked Wood-Rail,Aramides cajaneus,ARACAJ,,,,377,Gruiformes,Rallidae,
UNIC,Uniform Crake,Amaurolimnas concolor,AMLCON,*,*,,378,Gruiformes,Rallidae,
LARA,Laysan Rail,Porzana palmeri,PORPAL,,,,379,Gruiformes,Rallidae,
SPCR,Spotted Crake,Porzana porzana,PORPOR,,,,380,Gruiformes,Rallidae,
SORA,Sora,Porzana carolina,PORCAR,,,,381,Gruiformes,Rallidae,
HARA,Hawaiian Rail,Porzana sandwichensis,PORSAN,,,,382,Gruiformes,Rallidae,
YBCR,Yellow-breasted Crake,Porzana flaviventer,PORFLN,*,,,383,Gruiformes,Rallidae,
COLC,Colombian Crake,Neocrex colombiana,NEOCOL,,*,,384,Gruiformes,Rallidae,
PBCR,Paint-billed Crake,Neocrex erythrops,NEOERY,,,,385,Gruiformes,Rallidae,
ZARA,Zapata Rail,Cyanolimnas cerverai,CYACER,,,,386,Gruiformes,Rallidae,
SPRA,Spotted Rail,Pardirallus maculatus,PARMAS,*,,,387,Gruiformes,Rallidae,
PUGA,Purple Gallinule,Porphyrio martinicus,PORMAR,,,,388,Gruiformes,Rallidae,
AZGA,Azure Gallinule,Porphyrio flavirostris,PORFLR,*,,,389,Gruiformes,Rallidae,
COGA,Common Gallinule,Gallinula galeata,GALGAT,*,,,390,Gruiformes,Rallidae,
HAGA,Hawaiian Gallinule,Gallinula g. sandvicensis,GALGSA,,,+,391,Gruiformes,Rallidae,
EUCO,Eurasian Coot,Fulica atra,FULATR,,,,392,Gruiformes,Rallidae,
HACO,Hawaiian Coot,Fulica alai,FULALA,,,,393,Gruiformes,Rallidae,
AMCO,American Coot,Fulica americana,FULAME,,,,394,Gruiformes,Rallidae,
CARC,Caribbean Coot,Fulica caribaea,FULCAR,,*,,395,Gruiformes,Rallidae,
SUNG,Sungrebe,Heliornis fulica,HELFUL,,,,396,Gruiformes,Heliornithidae,
LIMP,Limpkin,Aramus guarauna,ARAGUA,,,,397,Gruiformes,Aramidae,
SACR,Sandhill Crane,Grus canadensis,GRUCAN,,,,398,Gruiformes,Gruidae,Gruinae
COMC,Common Crane,Grus grus,GRUGRU,,*,,399,Gruiformes,Gruidae,Gruinae
WHCR,Whooping Crane,Grus americana,GRUAME,,,,400,Gruiformes,Gruidae,Gruinae
DSTK,Double-striped Thick-knee,Burhinus bistriatus,BURBIS,,,,401,Charadriiformes,Burhinidae,
NOLA,Northern Lapwing,Vanellus vanellus,VANVAN,,,,402,Charadriiformes,Charadriidae,Vanellinae
SOLA,Southern Lapwing,Vanellus chilensis,VANCHI,,,,403,Charadriiformes,Charadriidae,Vanellinae
BBPL,Black-bellied Plover,Pluvialis squatarola,PLUSQU,,,,404,Charadriiformes,Charadriidae,Charadriinae
EUGP,European Golden-Plover,Pluvialis apricaria,PLUAPR,,,,405,Charadriiformes,Charadriidae,Charadriinae
AMGP,American Golden-Plover,Pluvialis dominica,PLUDOM,,,,406,Charadriiformes,Charadriidae,Charadriinae
LEGP,Lesser Golden-Plover,Pluvialis dominica/fulva,PLUDOF,,,+,407,Charadriiformes,Charadriidae,
PAGP,Pacific Golden-Plover,Pluvialis fulva,PLUFUL,,,,408,Charadriiformes,Charadriidae,Charadriinae
LSAP,Lesser Sand-Plover,Charadrius mongolus,CHAMOG,*,*,,409,Charadriiformes,Charadriidae,Charadriinae
GSAP,Greater Sand-Plover,Charadrius leschenaultii,CHALES,,*,,410,Charadriiformes,Charadriidae,Charadriinae
COPL,Collared Plover,Charadrius collaris,CHACOL,,,,411,Charadriiformes,Charadriidae,Charadriinae
SNPL,Snowy Plover,Charadrius nivosus,CHANIV,,,,412,Charadriiformes,Charadriidae,Charadriinae
WIPL,Wilson's Plover,Charadrius wilsonia,CHAWIL,,,,413,Charadriiformes,Charadriidae,Charadriinae
CRPL,Common Ringed Plover,Charadrius hiaticula,CHAHIA,,,,414,Charadriiformes,Charadriidae,Charadriinae
SEPL,Semipalmated Plover,Charadrius semipalmatus,CHASEM,,,,415,Charadriiformes,Charadriidae,Charadriinae
PIPL,Piping Plover,Charadrius melodus,CHAMEL,,,,416,Charadriiformes,Charadriidae,Charadriinae
LRPL,Little Ringed Plover,Charadrius dubius,CHADUB,,,,417,Charadriiformes,Charadriidae,Charadriinae
KILL,Killdeer,Charadrius vociferus,CHAVOC,,,,418,Charadriiformes,Charadriidae,Charadriinae
MOPL,Mountain Plover,Charadrius montanus,CHAMOT,*,,,419,Charadriiformes,Charadriidae,Charadriinae
EUDO,Eurasian Dotterel,Charadrius morinellus,CHAMOR,,,,420,Charadriiformes,Charadriidae,Charadriinae
EUOY,Eurasian Oystercatcher,Haematopus ostralegus,HAEOST,,,,421,Charadriiformes,Haematopodidae,
AMOY,American Oystercatcher,Haematopus palliatus,HAEPAL,,,,422,Charadriiformes,Haematopodidae,
BLOY,Black Oystercatcher,Haematopus bachmani,HAEBAC,,,,423,Charadriiformes,Haematopodidae,
BWST,Black-winged Stilt,Himantopus himantopus,HIMHIM,,,,424,Charadriiformes,Recurvirostridae,
BNST,Black-necked Stilt,Himantopus mexicanus,HIMMEX,,,,425,Charadriiformes,Recurvirostridae,
HAST,Hawaiian Stilt,Himantopus m. melanurus,HIMMME,,,+,426,Charadriiformes,Recurvirostridae,
AMAV,American Avocet,Recurvirostra americana,RECAME,,,,427,Charadriiformes,Recurvirostridae,
NOJA,Northern Jacana,Jacana spinosa,JACSPI,,,,428,Charadriiformes,Jacanidae,
WAJA,Wattled Jacana,Jacana jacana,JACJAC,,,,429,Charadriiformes,Jacanidae,
TESA,Terek Sandpiper,Xenus cinereus,XENCIN,,,,430,Charadriiformes,Scolopacidae,Scolopacinae
COSA,Common Sandpiper,Actitis hypoleucos,ACTHYP,,,,431,Charadriiformes,Scolopacidae,Scolopacinae
SPSA,Spotted Sandpiper,Actitis macularius,ACTMAC,,,,432,Charadriiformes,Scolopacidae,Scolopacinae
GRSA,Green Sandpiper,Tringa ochropus,TRIOCH,,,,433,Charadriiformes,Scolopacidae,Scolopacinae
SOSA,Solitary Sandpiper,Tringa solitaria,TRISOL,,,,434,Charadriiformes,Scolopacidae,Scolopacinae
GTTA,Gray-tailed Tattler,Tringa brevipes,TRIBRE,,,,435,Charadriiformes,Scolopacidae,Scolopacinae
WATA,Wandering Tattler,Tringa incana,TRIINC,,,,436,Charadriiformes,Scolopacidae,Scolopacinae
SPRE,Spotted Redshank,Tringa erythropus,TRIERY,,,,437,Charadriiformes,Scolopacidae,Scolopacinae
GRYE,Greater Yellowlegs,Tringa melanoleuca,TRIMEL,,,,438,Charadriiformes,Scolopacidae,Scolopacinae
COMG,Common Greenshank,Tringa nebularia,TRINEB,,*,,439,Charadriiformes,Scolopacidae,Scolopacinae
WILL,Willet,Tringa semipalmata,TRISEM,,,,440,Charadriiformes,Scolopacidae,Scolopacinae
LEYE,Lesser Yellowlegs,Tringa flavipes,TRIFLA,,,,441,Charadriiformes,Scolopacidae,Scolopacinae
MASA,Marsh Sandpiper,Tringa stagnatilis,TRISTA,,,,442,Charadriiformes,Scolopacidae,Scolopacinae
WOSA,Wood Sandpiper,Tringa glareola,TRIGLA,,,,443,Charadriiformes,Scolopacidae,Scolopacinae
COMR,Common Redshank,Tringa totanus,TRITOT,,*,,444,Charadriiformes,Scolopacidae,Scolopacinae
UPSA,Upland Sandpiper,Bartramia longicauda,BARLON,,,,445,Charadriiformes,Scolopacidae,Scolopacinae
LICU,Little Curlew,Numenius minutus,NUMMIN,,,,446,Charadriiformes,Scolopacidae,Scolopacinae
ESCU,Eskimo Curlew,Numenius borealis,NUMBOR,,,,447,Charadriiformes,Scolopacidae,Scolopacinae
WHIM,Whimbrel,Numenius phaeopus,NUMPHA,,,,448,Charadriiformes,Scolopacidae,Scolopacinae
BTCU,Bristle-thighed Curlew,Numenius tahitiensis,NUMTAH,,,,449,Charadriiformes,Scolopacidae,Scolopacinae
FECU,Far Eastern Curlew,Numenius madagascariensis,NUMMAD,,,,450,Charadriiformes,Scolopacidae,Scolopacinae
SBCU,Slender-billed Curlew,Numenius tenuirostris,NUMTEN,,,,451,Charadriiformes,Scolopacidae,Scolopacinae
EUCU,Eurasian Curlew,Numenius arquata,NUMARQ,,,,452,Charadriiformes,Scolopacidae,Scolopacinae
LBCU,Long-billed Curlew,Numenius americanus,NUMAME,,,,453,Charadriiformes,Scolopacidae,Scolopacinae
BTGD,Black-tailed Godwit,Limosa limosa,LIMLIM,,*,,454,Charadriiformes,Scolopacidae,Scolopacinae
HUGO,Hudsonian Godwit,Limosa haemastica,LIMHAE,,,,455,Charadriiformes,Scolopacidae,Scolopacinae
BTGO,Bar-tailed Godwit,Limosa lapponica,LIMLAP,,,,456,Charadriiformes,Scolopacidae,Scolopacinae
MAGO,Marbled Godwit,Limosa fedoa,LIMFED,,,,457,Charadriiformes,Scolopacidae,Scolopacinae
RUTU,Ruddy Turnstone,Arenaria interpres,AREINT,,,,458,Charadriiformes,Scolopacidae,Scolopacinae
BLTU,Black Turnstone,Arenaria melanocephala,AREMEL,,,,459,Charadriiformes,Scolopacidae,Scolopacinae
SURF,Surfbird,Aphriza virgata,APHVIR,,,,460,Charadriiformes,Scolopacidae,Scolopacinae
GRKN,Great Knot,Calidris tenuirostris,CALTEN,,,,461,Charadriiformes,Scolopacidae,Scolopacinae
REKN,Red Knot,Calidris canutus,CALCAN,,,,462,Charadriiformes,Scolopacidae,Scolopacinae
SAND,Sanderling,Calidris alba,CALALB,,,,463,Charadriiformes,Scolopacidae,Scolopacinae
SESA,Semipalmated Sandpiper,Calidris pusilla,CALPUS,,,,464,Charadriiformes,Scolopacidae,Scolopacinae
WESA,Western Sandpiper,Calidris mauri,CALMAU,,,,465,Charadriiformes,Scolopacidae,Scolopacinae
RNST,Red-necked Stint,Calidris ruficollis,CALRUF,,,,466,Charadriiformes,Scolopacidae,Scolopacinae
LIST,Little Stint,Calidris minuta,CALMIA,*,,,467,Charadriiformes,Scolopacidae,Scolopacinae
TEST,Temminck's Stint,Calidris temminckii,CALTEM,,,,468,Charadriiformes,Scolopacidae,Scolopacinae
LTST,Long-toed Stint,Calidris subminuta,CALSUB,,,,469,Charadriiformes,Scolopacidae,Scolopacinae
LESA,Least Sandpiper,Calidris minutilla,CALMIL,*,,,470,Charadriiformes,Scolopacidae,Scolopacinae
WRSA,White-rumped Sandpiper,Calidris fuscicollis,CALFUS,,,,471,Charadriiformes,Scolopacidae,Scolopacinae
BASA,Baird's Sandpiper,Calidris bairdii,CALBAI,,,,472,Charadriiformes,Scolopacidae,Scolopacinae
PESA,Pectoral Sandpiper,Calidris melanotos,CALMET,*,,,473,Charadriiformes,Scolopacidae,Scolopacinae
SPTS,Sharp-tailed Sandpiper,Calidris acuminata,CALACU,,*,,474,Charadriiformes,Scolopacidae,Scolopacinae
PUSA,Purple Sandpiper,Calidris maritima,CALMAR,,,,475,Charadriiformes,Scolopacidae,Scolopacinae
ROSA,Rock Sandpiper,Calidris ptilocnemis,CALPTI,,,,476,Charadriiformes,Scolopacidae,Scolopacinae
DUNL,Dunlin,Calidris alpina,CALALP,,,,477,Charadriiformes,Scolopacidae,Scolopacinae
CUSA,Curlew Sandpiper,Calidris ferruginea,CALFER,,,,478,Charadriiformes,Scolopacidae,Scolopacinae
STSA,Stilt Sandpiper,Calidris himantopus,CALHIM,,,,479,Charadriiformes,Scolopacidae,Scolopacinae
SBSA,Spoon-billed Sandpiper,Eurynorhynchus pygmeus,EURPYG,,,,480,Charadriiformes,Scolopacidae,Scolopacinae
BBIS,Broad-billed Sandpiper,Limicola falcinellus,LIMFAL,,*,,481,Charadriiformes,Scolopacidae,Scolopacinae
BBSA,Buff-breasted Sandpiper,Tryngites subruficollis,TRYSUB,,,,482,Charadriiformes,Scolopacidae,Scolopacinae
RUFF,Ruff,Philomachus pugnax,PHIPUG,,,,483,Charadriiformes,Scolopacidae,Scolopacinae
SBDO,Short-billed Dowitcher,Limnodromus griseus,LIMGRI,,,,484,Charadriiformes,Scolopacidae,Scolopacinae
UNDO,Unidentified Dowitcher,Limnodromus sp.,LIMSPE,,,+,485,Charadriiformes,Scolopacidae,
LBDO,Long-billed Dowitcher,Limnodromus scolopaceus,LIMSCO,,,,486,Charadriiformes,Scolopacidae,Scolopacinae
JASN,Jack Snipe,Lymnocryptes minimus,LYMMIN,,,,487,Charadriiformes,Scolopacidae,Scolopacinae
WISN,Wilson's Snipe,Gallinago delicata,GALDEL,,,,488,Charadriiformes,Scolopacidae,Scolopacinae
COSN,Common Snipe,Gallinago gallinago,GALGAN,*,,,489,Charadriiformes,Scolopacidae,Scolopacinae
PTSN,Pin-tailed Snipe,Gallinago stenura,GALSTE,,,,490,Charadriiformes,Scolopacidae,Scolopacinae
SOSN,Solitary Snipe,Gallinago solitaria,GALSOL,,,,491,Charadriiformes,Scolopacidae,Scolopacinae
EUWO,Eurasian Woodcock,Scolopax rusticola,SCORUS,,,,492,Charadriiformes,Scolopacidae,Scolopacinae
AMWO,American Woodcock,Scolopax minor,SCOMIN,,,,493,Charadriiformes,Scolopacidae,Scolopacinae
WIPH,Wilson's Phalarope,Phalaropus tricolor,PHATRI,,,,494,Charadriiformes,Scolopacidae,Phalaropodinae
RNPH,Red-necked Phalarope,Phalaropus lobatus,PHALOB,,,,495,Charadriiformes,Scolopacidae,Phalaropodinae
REPH,Red Phalarope,Phalaropus fulicarius,PHAFUL,,,,496,Charadriiformes,Scolopacidae,Phalaropodinae
COPR,Collared Pratincole,Glareola pratincola,GLAPRA,,,,497,Charadriiformes,Glareolidae,Glareolinae
ORPR,Oriental Pratincole,Glareola maldivarum,GLAMAL,,,,498,Charadriiformes,Glareolidae,Glareolinae
STGU,Swallow-tailed Gull,Creagrus furcatus,CREFUR,,,,499,Charadriiformes,Laridae,Larinae
BLKI,Black-legged Kittiwake,Rissa tridactyla,RISTRI,,,,500,Charadriiformes,Laridae,Larinae
RLKI,Red-legged Kittiwake,Rissa brevirostris,RISBRE,,,,501,Charadriiformes,Laridae,Larinae
IVGU,Ivory Gull,Pagophila eburnea,PAGEBU,,,,502,Charadriiformes,Laridae,Larinae
SAGU,Sabine's Gull,Xema sabini,XEMSAB,,,,503,Charadriiformes,Laridae,Larinae
